sample_time,target_time,pred,pred_label,raw_future_return,strategy_return
2025-07-04 18:00:00+00:00,2025-07-05 18:00:00+00:00,0,SHORT,0.0017673562075837,-0.0037673562075837
2025-07-06 12:00:00+00:00,2025-07-07 12:00:00+00:00,0,SHORT,0.0052310124707484,-0.0072310124707484
2025-07-07 19:00:00+00:00,2025-07-08 19:00:00+00:00,0,SHORT,0.0105803052951538,-0.0125803052951538
2025-07-09 21:00:00+00:00,2025-07-10 21:00:00+00:00,2,LONG,0.0249738190091612,0.0229738190091612
2025-07-11 08:00:00+00:00,2025-07-12 08:00:00+00:00,0,SHORT,0.0010999144227448,-0.0030999144227447997
2025-07-12 08:00:00+00:00,2025-07-13 08:00:00+00:00,2,LONG,0.0022679397946534,0.00026793979465339996
2025-07-13 08:00:00+00:00,2025-07-14 08:00:00+00:00,0,SHORT,0.0406135439522241,-0.0426135439522241
2025-07-14 08:00:00+00:00,2025-07-15 08:00:00+00:00,2,LONG,-0.0482209722570742,-0.050220972257074205
2025-07-15 18:00:00+00:00,2025-07-16 18:00:00+00:00,0,SHORT,0.0139958286741606,-0.0159958286741606
2025-07-18 02:00:00+00:00,2025-07-19 02:00:00+00:00,2,LONG,-0.019471663762473,-0.021471663762473003
2025-07-19 17:00:00+00:00,2025-07-20 17:00:00+00:00,0,SHORT,0.0052014822147787,-0.0072014822147787
2025-07-20 18:00:00+00:00,2025-07-21 18:00:00+00:00,2,LONG,-0.0013425592991924,-0.0033425592991924
2025-07-24 16:00:00+00:00,2025-07-25 16:00:00+00:00,0,SHORT,-0.028431547029412,0.026431547029412
2025-07-25 16:00:00+00:00,2025-07-26 16:00:00+00:00,0,SHORT,0.0207984834241159,-0.022798483424115903
2025-07-27 15:00:00+00:00,2025-07-28 15:00:00+00:00,0,SHORT,-0.0036895071564952,0.0016895071564951999
2025-07-28 15:00:00+00:00,2025-07-29 15:00:00+00:00,0,SHORT,-0.001415494151551,-0.000584505848449
2025-07-29 20:00:00+00:00,2025-07-30 20:00:00+00:00,0,SHORT,-0.0055342075974528,0.0035342075974528
2025-08-01 15:00:00+00:00,2025-08-02 15:00:00+00:00,0,SHORT,-0.0214995422315218,0.019499542231521803
2025-08-02 15:00:00+00:00,2025-08-03 15:00:00+00:00,0,SHORT,0.0057359601188933,-0.0077359601188933
2025-08-04 13:00:00+00:00,2025-08-05 13:00:00+00:00,0,SHORT,-0.004430197724235,0.0024301977242350004
2025-08-05 15:00:00+00:00,2025-08-06 15:00:00+00:00,0,SHORT,0.0191196464989802,-0.021119646498980203
2025-08-08 01:00:00+00:00,2025-08-09 01:00:00+00:00,2,LONG,-0.0057130619742656,-0.0077130619742656
2025-08-09 14:00:00+00:00,2025-08-10 14:00:00+00:00,0,SHORT,0.0130522706742219,-0.0150522706742219
2025-08-11 06:00:00+00:00,2025-08-12 06:00:00+00:00,0,SHORT,-0.0266872585607249,0.0246872585607249
2025-08-12 13:00:00+00:00,2025-08-13 13:00:00+00:00,0,SHORT,0.0091786989754185,-0.0111786989754185
2025-08-13 14:00:00+00:00,2025-08-14 14:00:00+00:00,0,SHORT,-0.0277330727669846,0.025733072766984597
2025-08-15 16:00:00+00:00,2025-08-16 16:00:00+00:00,0,SHORT,0.0034386980207226,-0.0054386980207225995
2025-08-17 10:00:00+00:00,2025-08-18 10:00:00+00:00,0,SHORT,-0.0278687554424557,0.025868755442455697
2025-08-18 16:00:00+00:00,2025-08-19 16:00:00+00:00,0,SHORT,-0.0202829883918764,0.0182829883918764
2025-08-19 16:00:00+00:00,2025-08-20 16:00:00+00:00,0,SHORT,-0.0036358680360157,0.0016358680360157
2025-08-24 15:00:00+00:00,2025-08-25 15:00:00+00:00,0,SHORT,-0.0199999825373418,0.0179999825373418
2025-08-25 15:00:00+00:00,2025-08-26 15:00:00+00:00,0,SHORT,-0.0168336459089714,0.0148336459089714
2025-08-29 01:00:00+00:00,2025-08-30 01:00:00+00:00,2,LONG,-0.0347516541826615,-0.0367516541826615
2025-08-30 01:00:00+00:00,2025-08-31 01:00:00+00:00,0,SHORT,0.0100247432163964,-0.0120247432163964
2025-08-31 02:00:00+00:00,2025-09-01 02:00:00+00:00,0,SHORT,-0.0117388812041678,0.0097388812041678
2025-09-01 03:00:00+00:00,2025-09-02 03:00:00+00:00,0,SHORT,0.0244351554664459,-0.026435155466445898
2025-09-02 03:00:00+00:00,2025-09-03 03:00:00+00:00,0,SHORT,0.0103001955331338,-0.012300195533133801
2025-09-04 07:00:00+00:00,2025-09-05 07:00:00+00:00,2,LONG,0.0137268602220113,0.0117268602220113
2025-09-05 13:00:00+00:00,2025-09-06 13:00:00+00:00,0,SHORT,-0.021204329578087,0.019204329578087
2025-09-07 05:00:00+00:00,2025-09-08 05:00:00+00:00,0,SHORT,0.0036368669748052,-0.0056368669748052
2025-09-08 11:00:00+00:00,2025-09-09 11:00:00+00:00,0,SHORT,0.0059983053314203,-0.0079983053314203
2025-09-12 01:00:00+00:00,2025-09-13 01:00:00+00:00,2,LONG,0.0031986358936528,0.0011986358936527997
2025-09-13 01:00:00+00:00,2025-09-14 01:00:00+00:00,0,SHORT,-0.0022877876740164,0.00028778767401639984
2025-09-14 01:00:00+00:00,2025-09-15 01:00:00+00:00,0,SHORT,-0.0073149240502723,0.0053149240502723
2025-09-15 01:00:00+00:00,2025-09-16 01:00:00+00:00,0,SHORT,0.0001460550784131,-0.0021460550784131002
2025-09-16 01:00:00+00:00,2025-09-17 01:00:00+00:00,0,SHORT,0.0128822628972573,-0.0148822628972573
2025-09-17 01:00:00+00:00,2025-09-18 01:00:00+00:00,0,SHORT,-0.0019541055525947,-4.589444740530019e-05
2025-09-18 01:00:00+00:00,2025-09-19 01:00:00+00:00,2,LONG,0.0092728739202141,0.0072728739202141
2025-09-19 13:00:00+00:00,2025-09-20 13:00:00+00:00,0,SHORT,-0.0023545683707575,0.00035456837075749977
2025-09-20 15:00:00+00:00,2025-09-21 15:00:00+00:00,0,SHORT,-0.0041269129242076,0.0021269129242076
2025-09-21 17:00:00+00:00,2025-09-22 17:00:00+00:00,0,SHORT,-0.0235937529821859,0.021593752982185903
